Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13	V14
Seq_1808	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	100	99	91	43	43	43
Seq_1809	k__Fungi	NA	NA	NA	NA	NA	NA	100	24	17	17	16	12	12
Seq_1810	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	26	26	26	26	26
Seq_1811	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	NA	NA	NA	100	98	98	98	98	98	98
Seq_1812	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	22	20	20	20	20
Seq_1813	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA	100	84	84	84	84	81	24
Seq_1814	k__Fungi	NA	NA	NA	NA	NA	NA	100	48	21	16	7	7	7
Seq_1815	k__Fungi	NA	NA	NA	NA	NA	NA	100	41	12	12	12	12	12
Seq_1816	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__nematophilum	100	100	99	99	97	92	74
Seq_1817	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA	100	100	99	99	82	43	43
Seq_1818	k__Fungi	NA	NA	NA	NA	NA	NA	100	39	20	11	11	11	11
Seq_1819	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA	100	55	55	55	55	55	44
Seq_1820	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Udeniozyma	NA	100	96	95	95	95	95	71
Seq_1821	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Septoglomus	NA	100	96	96	96	96	91	54
Seq_1822	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	NA	NA	100	100	93	92	71	36	36
Seq_1823	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__nemorosus	100	92	92	92	91	91	53
Seq_1824	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__terricola	100	100	99	99	99	99	75
Seq_1825	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	NA	100	70	70	70	70	61	55
Seq_1826	k__Fungi	NA	NA	NA	NA	NA	NA	100	47	7	7	7	5	5
Seq_1827	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	15	10	10	10	10
Seq_1828	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__gamsii	100	100	100	100	100	100	91
Seq_1829	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	96	77	66	24	11	11
Seq_1830	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	89	52	29	19	17	16
Seq_1831	k__Fungi	NA	NA	NA	NA	NA	NA	100	42	18	9	9	9	9
Seq_1832	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	96	8	8	8	7	7
Seq_1833	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Coniosporium	s__apollinis	100	100	78	77	77	75	70
