Seq#	Domain	Phylum	Class	Order	Family	Genus	Species	Exact species
Seq_8864	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	NA	NA
Seq_8865	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	NA
Seq_8866	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_8867	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_8868	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	NA
Seq_8869	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_8870	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_8871	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_8872	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	NA	NA	NA	NA
Seq_8873	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA	NA
Seq_8874	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_8875	NA	NA	NA	NA	NA	NA	NA	NA
Seq_8876	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	NA
Seq_8877	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_8878	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8879	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_8880	Bacteria	Proteobacteria	Deltaproteobacteria	RCP2-54	NA	NA	NA	NA
Seq_8881	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
Seq_8882	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_8883	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	NA	NA
Seq_8884	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	NA	NA
Seq_8885	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	NA
Seq_8886	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA	NA	NA
Seq_8887	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_8888	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8889	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillales Incertae Sedis	Stella	NA	NA
Seq_8890	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA	NA
Seq_8891	Bacteria	Acidobacteria	Subgroup 17	NA	NA	NA	NA	NA
Seq_8892	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_8893	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8894	NA	NA	NA	NA	NA	NA	NA	NA
Seq_8895	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
Seq_8896	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_8897	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	NA
Seq_8898	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_8899	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	NA	NA
Seq_8900	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	NA	NA
Seq_8901	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_8902	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_8903	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_8904	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8905	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	NA	NA
Seq_8906	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	NA
Seq_8907	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	NA	NA
Seq_8908	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_8909	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA
Seq_8910	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	NA	NA
Seq_8911	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Rhodoligotrophos	NA	NA
Seq_8912	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	NA	NA
Seq_8913	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_8914	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	NA	NA
Seq_8915	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	NA	NA
Seq_8916	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	NA	NA	NA
Seq_8917	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	NA
Seq_8918	Bacteria	Acidobacteria	NA	NA	NA	NA	NA	NA
Seq_8919	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_8920	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8921	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnobacter	NA	NA
Seq_8922	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_8923	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_8924	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_8925	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	NA	NA	NA
Seq_8926	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	NA
Seq_8927	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8928	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_8929	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_8930	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_8931	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_8932	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8933	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_8934	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_8935	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA	NA
Seq_8936	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_8937	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	NA
Seq_8938	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_8939	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_8940	NA	NA	NA	NA	NA	NA	NA	NA
Seq_8941	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA	NA
Seq_8942	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	NA
Seq_8943	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	NA
Seq_8944	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8945	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	NA
Seq_8946	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	NA
Seq_8947	NA	NA	NA	NA	NA	NA	NA	NA
Seq_8948	NA	NA	NA	NA	NA	NA	NA	NA
Seq_8949	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA	NA
Seq_8950	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_8951	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	NA	NA
Seq_8952	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_8953	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_8954	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA	NA
Seq_8955	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	NA
Seq_8956	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	NA
Seq_8957	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_8958	Bacteria	Actinobacteria	Thermoleophilia	NA	NA	NA	NA	NA
Seq_8959	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	NA
Seq_8960	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	NA
Seq_8961	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_8962	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_8963	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	NA
Seq_8964	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA	NA
Seq_8965	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	NA
Seq_8966	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	NA
Seq_8967	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8968	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	NA	NA
Seq_8969	Bacteria	Planctomycetes	Pla3 lineage	NA	NA	NA	NA	NA
Seq_8970	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA	NA	NA
Seq_8971	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_8972	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	NA
Seq_8973	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	NA	NA
Seq_8974	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8975	NA	NA	NA	NA	NA	NA	NA	NA
Seq_8976	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_8977	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	NA
Seq_8978	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	NA
Seq_8979	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_8980	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8981	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_8982	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_8983	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	NA	NA
Seq_8984	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_8985	NA	NA	NA	NA	NA	NA	NA	NA
Seq_8986	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_8987	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	NA
Seq_8988	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA	NA	NA
Seq_8989	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	NA
Seq_8990	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_8991	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	NA
Seq_8992	Bacteria	Acidobacteria	Subgroup 5	NA	NA	NA	NA	NA
Seq_8993	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_8994	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_8995	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	NA
Seq_8996	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_8997	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_8998	Bacteria	Acidobacteria	Subgroup 22	NA	NA	NA	NA	NA
Seq_8999	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9000	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	NA	NA
Seq_9001	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	NA
Seq_9002	Bacteria	Acidobacteria	Subgroup 22	NA	NA	NA	NA	NA
Seq_9003	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	NA	NA
Seq_9004	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	NA	NA
Seq_9005	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_9006	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_9007	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9008	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_9009	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9010	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	NA
Seq_9011	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	NA
Seq_9012	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_9013	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	NA	NA	NA	NA	NA
Seq_9014	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	NA
Seq_9015	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	NA
Seq_9016	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9017	Bacteria	Acidobacteria	Subgroup 17	NA	NA	NA	NA	NA
Seq_9018	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	NA
Seq_9019	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	NA	NA
Seq_9020	Bacteria	Planctomycetes	NA	NA	NA	NA	NA	NA
Seq_9021	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	NA
Seq_9022	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9023	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira	NA	NA
Seq_9024	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	NA	NA
Seq_9025	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	NA	NA
Seq_9026	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9027	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9028	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	NA	NA
Seq_9029	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9030	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	NA
Seq_9031	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	NA
Seq_9032	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_9033	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	NA	NA
Seq_9034	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	NA	NA
Seq_9035	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9036	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_9037	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_9038	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	NA
Seq_9039	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	NA
Seq_9040	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	LiUU-11-161	NA	NA	NA
Seq_9041	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	NA
Seq_9042	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_9043	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_9044	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9045	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_9046	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	NA
Seq_9047	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_9048	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	NA
Seq_9049	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA	NA
Seq_9050	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	NA
Seq_9051	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA	NA
Seq_9052	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04	NA	NA
Seq_9053	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_9054	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	NA	NA
Seq_9055	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9056	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA	NA
Seq_9057	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_9058	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_9059	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_9060	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_9061	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	NA
Seq_9062	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	NA
Seq_9063	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_9064	Bacteria	Planctomycetes	NA	NA	NA	NA	NA	NA
Seq_9065	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus Entotheonella	NA	NA
Seq_9066	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9067	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	NA
Seq_9068	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9069	Bacteria	Planctomycetes	Pla4 lineage	NA	NA	NA	NA	NA
Seq_9070	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
Seq_9071	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_9072	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA	NA
Seq_9073	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	NA	NA
Seq_9074	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_9075	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9076	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	NA	NA
Seq_9077	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9078	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA
Seq_9079	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_9080	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_9081	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Persicitalea	NA	NA
Seq_9082	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_9083	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9084	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_9085	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_9086	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_9087	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_9088	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9089	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	NA
Seq_9090	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9091	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_9092	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA	NA	NA
Seq_9093	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9094	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	DS-100	NA	NA	NA	NA
Seq_9095	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9096	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA	NA
Seq_9097	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA	NA
Seq_9098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_9099	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	NA	NA
Seq_9100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	NA
Seq_9101	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	NA
Seq_9102	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	NA
Seq_9103	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_9104	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	NA
Seq_9105	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_9106	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9107	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9108	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
Seq_9109	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9110	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_9111	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9112	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_9113	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_9114	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	NA
Seq_9115	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_9116	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9117	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9118	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	NA	NA
Seq_9119	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	NA	NA
Seq_9120	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_9121	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA	NA
Seq_9122	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_9123	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9124	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas	NA	NA
Seq_9125	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Panacagrimonas	NA	NA
Seq_9126	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
